,imdb_id,original_title,avg_vote,release_year
840,tt0272020,The Last Castle,7.0,2001
1059,tt0795441,Oorlogswinter,7.0,2008
2523,tt1028528,Death Proof,7.0,2007
1064,tt0903627,Julia,7.0,2008
82,tt4178092,The Gift,7.0,2015
3677,tt0091954,Sid & Nancy,7.0,1986
2541,tt0431308,P.S. I Love You,7.0,2007
2545,tt0461770,Enchanted,7.0,2007
3671,tt0091419,Little Shop of Horrors,7.0,1986
1073,tt0800369,Thor,7.0,2011
2550,tt0472062,Charlie Wilson's War,7.0,2007
2551,tt0463854,28 Weeks Later,7.0,2007
2552,tt0431197,The Kingdom,7.0,2007
1447,tt1446714,Prometheus,7.0,2012
3661,tt0090863,The Color of Money,7.0,1986
2588,tt0418279,Transformers,7.0,2007
864,tt0285742,Monster's Ball,7.0,2001
2062,tt0418763,Jarhead,7.0,2005
2600,tt0473308,Waitress,7.0,2007
1549,tt1623288,ParaNorman,7.0,2012
2609,tt0879843,KatyÅ„,7.0,2007
3644,tt0056937,Cleopatra,7.0,1963
1561,tt1840417,The Words,7.0,2012
1577,tt1862079,Safety Not Guaranteed,7.0,2012
2512,tt0081071,The Long Riders,7.0,1980
2212,tt0453467,DÃ©jÃ  Vu,7.0,2006
3687,tt0090670,At Close Range,7.0,1986
2444,tt0324554,Wicker Park,7.0,2004
2354,tt0377092,Mean Girls,7.0,2004
3717,tt0059800,Thunderball,7.0,1965
989,tt0988047,Traitor,7.0,2008
1492,tt1706593,Chronicle,7.0,2012
2335,tt0466399,Ten Canoes,7.0,2006
2332,tt0444182,IndigÃ¨nes,7.0,2006
2418,tt0401233,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,7.0,2004
3713,tt0066601,Zabriskie Point,7.0,1970
1471,tt1259521,The Cabin in the Woods,7.0,2012
2315,tt0420609,Infamous,7.0,2006
953,tt0887883,Burn After Reading,7.0,2008
1456,tt0790724,Jack Reacher,7.0,2012
1032,tt1103275,Two Lovers,7.0,2008
946,tt1060277,Cloverfield,7.0,2008
3705,tt0069976,Dillinger,7.0,1973
60,tt3079380,Spy,7.0,2015
941,tt0462499,Rambo,7.0,2008
2262,tt0401445,A Good Year,7.0,2006
1043,tt1082886,The Wackness,7.0,2008
938,tt0942385,Tropic Thunder,7.0,2008
926,tt0411477,Hellboy II: The Golden Army,7.0,2008
2227,tt0418689,Flags of Our Fathers,7.0,2006
1096,tt1650062,Super 8,7.0,2011
1811,tt1483013,Oblivion,7.0,2013
3512,tt0099939,King of New York,7.0,1990
3563,tt0107614,Mrs. Doubtfire,7.0,1993
1127,tt1385826,The Adjustment Bureau,7.0,2011
2657,tt0845046,Son of Rambow,7.0,2007
135,tt1772288,Danny Collins,7.0,2015
1398,tt0109831,Four Weddings and a Funeral,7.0,1994
2101,tt0342258,Unleashed,7.0,2005
1115,tt1563738,One Day,7.0,2011
3574,tt0106611,Cool Runnings,7.0,1993
3533,tt0055047,King of Kings,7.0,1961
2161,tt0409184,Les PoupÃ©es Russes,7.0,2005
1612,tt0317740,The Italian Job,7.0,2003
188,tt1587310,Maleficent,7.0,2014
1615,tt0307987,Bad Santa,7.0,2003
203,tt2294449,22 Jump Street,7.0,2014
2700,tt0088172,Starman,7.0,1984
1131,tt1092026,Paul,7.0,2011
211,tt2937898,A Most Violent Year,7.0,2014
758,tt0165854,The Limey,7.0,1999
777,tt0161100,The Wood,7.0,1999
3239,tt0098554,Uncle Buck,7.0,1989
2169,tt0435623,Conversations with Other Women,7.0,2005
3626,tt0106770,Dragon: The Bruce Lee Story,7.0,1993
246,tt1126590,Big Eyes,7.0,2014
2637,tt0427470,The Lookout,7.0,2007
3615,tt0105226,Red Rock West,7.0,1993
3481,tt0100405,Pretty Woman,7.0,1990
3484,tt0099653,Ghost,7.0,1990
2758,tt0113497,Jumanji,7.0,1995
1597,tt0320691,Underworld,7.0,2003
729,tt0164181,Stir of Echoes,7.0,1999
18,tt1661199,Cinderella,6.9,2015
1810,tt1663662,Pacific Rim,6.9,2013
1692,tt0316465,Radio,6.9,2003
1403,tt0109040,Ace Ventura: Pet Detective,6.9,1994
63,tt1390411,In the Heart of the Sea,6.9,2015
67,tt3569230,Legend,6.9,2015
3508,tt0100258,Night of the Living Dead,6.9,1990
3518,tt0100477,The Rescuers Down Under,6.9,1990
1390,tt0110475,The Mask,6.9,1994
3273,tt0102510,The Naked Gun 2Â½: The Smell of Fear,6.9,1991
59,tt4263482,The Witch,6.9,2015
1517,tt1142977,Frankenweenie,6.9,2012
292,tt1216491,Kill the Messenger,6.9,2014
223,tt2024469,Non-Stop,6.9,2014
1805,tt1981115,Thor: The Dark World,6.9,2013
1392,tt0109444,Clear and Present Danger,6.9,1994
3269,tt0102798,Robin Hood: Prince of Thieves,6.9,1991
3276,tt0101272,The Addams Family,6.9,1991
3710,tt0066011,Love Story,6.9,1970
323,tt0076618,The Rescuers,6.9,1977
395,tt1148204,Orphan,6.9,2009
1455,tt1637725,Ted,6.9,2012
1361,tt0280760,Igby Goes Down,6.9,2002
3396,tt0093693,Overboard,6.9,1987
1350,tt0265662,The Rookie,6.9,2002
125,tt2006295,The 33,6.9,2015
3391,tt0093010,Fatal Attraction,6.9,1987
3632,tt0062512,You Only Live Twice,6.9,1967
119,tt3172532,The Diary of a Teenage Girl,6.9,2015
1431,tt0110955,The Ref,6.9,1994
3409,tt0093378,La Bamba,6.9,1987
350,tt1080016,Ice Age: Dawn of the Dinosaurs,6.9,2009
3650,tt0092099,Top Gun,6.9,1986
3611,tt0107151,The House of the Spirits,6.9,1993
1732,tt0118880,Con Air,6.9,1997
313,tt2382396,Joe,6.9,2014
3667,tt0091187,Heartbreak Ridge,6.9,1986
3369,tt0094924,A Cry in the Dark,6.9,1988
1791,tt0119951,Private Parts,6.9,1997
364,tt0844471,Cloudy with a Chance of Meatballs,6.9,2009
1743,tt0119528,Liar Liar,6.9,1997
3594,tt0107120,Hocus Pocus,6.9,1993
1605,tt0319343,Elf,6.9,2003
308,tt3125324,Beyond the Lights,6.9,2014
3347,tt0095174,Frantic,6.9,1988
1449,tt0948470,The Amazing Spider-Man,6.9,2012
1708,tt0312549,Veronica Guerin,6.9,2003
1745,tt0119558,Lolita,6.9,1997
1754,tt0118771,Breakdown,6.9,1997
126,tt3077214,Suffragette,6.9,2015
1701,tt0337909,Calendar Girls,6.9,2003
1777,tt0118887,Cop Land,6.9,1997
1782,tt0118829,Cats Don't Dance,6.9,1997
94,tt1355683,Black Mass,6.9,2015
2351,tt0368891,National Treasure,6.9,2004
3237,tt0098282,"See No Evil, Hear No Evil",6.9,1989
2801,tt0114287,Rob Roy,6.9,1995
793,tt0120857,Tea with Mussolini,6.9,1999
791,tt0166175,East Is East,6.9,1999
2695,tt0088011,Romancing the Stone,6.9,1984
2699,tt0087995,Repo Man,6.9,1984
2106,tt0433387,Harsh Times,6.9,2005
766,tt0146838,Any Given Sunday,6.9,1999
1139,tt1655420,My Week with Marilyn,6.9,2011
2090,tt0365737,Syriana,6.9,2005
2763,tt0112442,Bad Boys,6.9,1995
3235,tt0096734,The 'Burbs,6.9,1989
735,tt0165710,Detroit Rock City,6.9,1999
2788,tt0113161,Get Shorty,6.9,1995
715,tt0182789,Bicentennial Man,6.9,1999
636,tt0968264,The Conspirator,6.9,2010
1167,tt0477302,Extremely Loud & Incredibly Close,6.9,2011
2033,tt0396269,Wedding Crashers,6.9,2005
2030,tt0351283,Madagascar,6.9,2005
2830,tt0112688,Clockers,6.9,1995
2023,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,2005
2016,tt0089461,The Last Dragon,6.9,1985
2855,tt0105112,Patriot Games,6.9,1992
664,tt0473102,The Perfect Game,6.9,2010
2862,tt0104815,El Mariachi,6.9,1992
1197,tt1529572,Trust,6.9,2011
2890,tt0082517,History of the World: Part I,6.9,1981
2897,tt0082031,Arthur,6.9,1981
805,tt0230011,Atlantis: The Lost Empire,6.9,2001
817,tt0183790,A Knight's Tale,6.9,2001
2669,tt0079501,Mad Max,6.9,1979
826,tt0240890,Serendipity,6.9,2001
2342,tt0479162,Special,6.9,2006
2417,tt0390384,Primer,6.9,2004
961,tt0910936,Pineapple Express,6.9,2008
2442,tt0374900,Napoleon Dynamite,6.9,2004
958,tt0838283,Step Brothers,6.9,2008
2324,tt0421206,Gridiron Gang,6.9,2006
2279,tt0455957,Goya's Ghosts,6.9,2006
2278,tt0462200,Black Snake Moan,6.9,2006
2276,tt0482546,Miss Potter,6.9,2006
2273,tt0406816,The Guardian,6.9,2006
2505,tt0080360,Altered States,6.9,1980
2201,tt0479884,Crank,6.9,2006
1068,tt0458339,Captain America: The First Avenger,6.9,2011
2542,tt0478311,Knocked Up,6.9,2007
2547,tt0496806,Ocean's Thirteen,6.9,2007
871,tt0268995,The Majestic,6.9,2001
1084,tt1499658,Horrible Bosses,6.9,2011
2188,tt0457939,The Holiday,6.9,2006
856,tt0252501,Hearts in Atlantis,6.9,2001
2186,tt0458352,The Devil Wears Prada,6.9,2006
2185,tt0317919,Mission: Impossible III,6.9,2006
2646,tt0368794,I'm Not There.,6.9,2007
1104,tt1436562,Rio,6.9,2011
2163,tt0294870,Rent,6.9,2005
828,tt0259711,Vanilla Sky,6.9,2001
1991,tt0089927,Rocky IV,6.9,1985
1884,tt1924429,Trance,6.9,2013
2902,tt0081974,Absence of Malice,6.9,1981
543,tt1037705,The Book of Eli,6.9,2010
2958,tt0117603,Set  It Off,6.9,1996
2961,tt0116778,Kingpin,6.9,1996
2982,tt0116722,Jude,6.9,1996
592,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,6.9,2010
1892,tt1967545,Labor Day,6.9,2013
3020,tt0138749,The Road to El Dorado,6.9,2000
1881,tt2017038,All Is Lost,6.9,2013
3088,tt0122459,Return to Me,6.9,2000
3094,tt0189998,Shadow of the Vampire,6.9,2000
3106,tt0082198,Conan the Barbarian,6.9,1982
1228,tt1564349,Dolphin Tale,6.9,2011
3107,tt0083511,48 Hrs.,6.9,1982
3116,tt0083767,Creepshow,6.9,1982
1837,tt1588173,Warm Bodies,6.9,2013
499,tt1262981,World's Greatest Dad,6.9,2009
482,tt1172233,Whip It,6.9,2009
3180,tt0119223,Great Expectations,6.9,1998
3188,tt0124718,He Got Game,6.9,1998
464,tt0810784,Bright Star,6.9,2009
3207,tt0120906,Zero Effect,6.9,1998
1229,tt1533749,Xin shao lin si,6.9,2011
3089,tt0195234,Saving Grace,6.9,2000
2934,tt0117008,Matilda,6.9,1996
2913,tt0082186,Clash of the Titans,6.9,1981
1216,tt1067583,Water for Elephants,6.9,2011
2905,tt0083131,Stripes,6.9,1981
2921,tt0116583,The Hunchback of Notre Dame,6.9,1996
1547,tt1441951,Quartet,6.8,2012
2214,tt0410297,The Lake House,6.8,2006
3168,tt0120888,The Wedding Singer,6.8,1998
2540,tt0396555,Meet the Robinsons,6.8,2007
1536,tt1491044,The Iceman,6.8,2012
2912,tt0083169,Taps,6.8,1981
2562,tt0486822,Disturbia,6.8,2007
1961,tt1869716,The East,6.8,2013
2582,tt0450385,1408,6.8,2007
2226,tt0375154,Tristan & Isolde,6.8,2006
2596,tt0414055,Elizabeth: The Golden Age,6.8,2007
1700,tt0332658,Intermission,6.8,2003
3293,tt0101587,City Slickers,6.8,1991
1778,tt0120094,Selena,6.8,1997
3104,tt0084602,Rocky III,6.8,1982
2184,tt0438097,Ice Age: The Meltdown,6.8,2006
2612,tt0804522,Rendition,6.8,2007
2613,tt0780516,Flawless,6.8,2007
2624,tt0498399,We Own the Night,6.8,2007
1586,tt2063781,Smashed,6.8,2012
3170,tt0129290,Patch Adams,6.8,1998
3696,tt0070328,Live and Let Die,6.8,1973
2809,tt0112346,The American President,6.8,1995
2504,tt0080855,Heaven's Gate,6.8,1980
2353,tt0343660,50 First Dates,6.8,2004
2356,tt0167190,Hellboy,6.8,2004
2369,tt0339291,Lemony Snicket's A Series of Unfortunate Events,6.8,2004
1972,tt3074732,Hross Ã­ oss,6.8,2013
3247,tt0096787,All Dogs Go to Heaven,6.8,1989
1495,tt1922777,Sinister,6.8,2012
3249,tt0098273,Sea of Love,6.8,1989
3250,tt0097162,Dead Calm,6.8,1989
3202,tt0118798,Bulworth,6.8,1998
2326,tt0464049,The History Boys,6.8,2006
1504,tt1277953,Madagascar 3: Europe's Most Wanted,6.8,2012
3268,tt0102057,Hook,6.8,1991
2311,tt0365830,Tenacious D in The Pick of Destiny,6.8,2006
2297,tt0435680,Kidulthood,6.8,2006
3414,tt0092718,Can't Buy Me Love,6.8,1987
3185,tt0124879,Simon Birch,6.8,1998
2887,tt0082398,For Your Eyes Only,6.8,1981
2487,tt0068555,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.8,1972
2496,tt0081573,Superman II,6.8,1980
2500,tt0080749,The Fog,6.8,1980
2503,tt0081698,Used Cars,6.8,1980
2635,tt0804461,Death Sentence,6.8,2007
2640,tt0841046,Walk Hard: The Dewey Cox Story,6.8,2007
3294,tt0102059,Hot Shots!,6.8,1991
2092,tt0380599,Oliver Twist,6.8,2005
2119,tt0371257,Stay,6.8,2005
2117,tt0366780,MirrorMask,6.8,2005
3429,tt0071807,The Man with the Golden Gun,6.8,1974
2104,tt0444653,Keeping Mum,6.8,2005
3338,tt0096463,Working Girl,6.8,1988
2932,tt0116908,The Long Kiss Goodnight,6.8,1996
3514,tt0100594,The Sheltering Sky,6.8,1990
1654,tt0328538,Thirteen,6.8,2003
2734,tt0086200,Risky Business,6.8,1983
2751,tt0086336,Something Wicked This Way Comes,6.8,1983
2825,tt0114011,Now and Then,6.8,1995
3103,tt0084827,Tron,6.8,1982
3435,tt0072226,The Sugarland Express,6.8,1974
2770,tt0112431,Babe,6.8,1995
2821,tt0114660,Things to Do in Denver When You're Dead,6.8,1995
2772,tt0113101,Four Rooms,6.8,1995
3365,tt0094894,Colors,6.8,1988
2068,tt0430105,Four Brothers,6.8,2005
2781,tt0114681,To Die For,6.8,1995
2981,tt0116409,The Ghost and the Darkness,6.8,1996
2028,tt0371724,The Hitchhiker's Guide to the Galaxy,6.8,2005
2029,tt0399201,The Island,6.8,2005
2122,tt0348333,Waiting...,6.8,2005
2709,tt0086984,Body Double,6.8,1984
2705,tt0087597,The Last Starfighter,6.8,1984
1880,tt1682180,Stoker,6.8,2013
2656,tt0433350,Boy Culture,6.8,2007
2020,tt0091578,My Beautiful Laundrette,6.8,1985
3303,tt0101516,Bugsy,6.8,1991
2834,tt0104431,Home Alone 2: Lost In New York,6.8,1992
1600,tt0242653,The Matrix Revolutions,6.8,2003
1765,tt0120399,U Turn,6.8,1997
2675,tt0079714,Phantasm,6.8,1979
1603,tt0315327,Bruce Almighty,6.8,2003
3592,tt0106918,The Firm,6.8,1993
2904,tt0081455,Scanners,6.8,1981
3575,tt0108160,Sleepless in Seattle,6.8,1993
1867,tt1486834,What If,6.8,2013
1947,tt1206543,Out of the Furnace,6.8,2013
3035,tt0218967,The Family Man,6.8,2000
2693,tt0086837,2010,6.8,1984
3551,tt0074512,Family Plot,6.8,1976
3322,tt0092675,Bloodsport,6.8,1988
1617,tt0328880,Brother Bear,6.8,2003
1618,tt0316396,Peter Pan,6.8,2003
3550,tt0074483,The Enforcer,6.8,1976
3547,tt0074812,Logan's Run,6.8,1976
3485,tt0100758,Teenage Mutant Ninja Turtles,6.8,1990
3745,tt0060397,Fantastic Voyage,6.8,1966
746,tt0120907,eXistenZ,6.8,1999
947,tt0397892,Bolt,6.8,2008
754,tt0123964,Life,6.8,1999
245,tt0787474,The Boxtrolls,6.8,2014
763,tt0122541,An Ideal Husband,6.8,1999
772,tt0168501,The Best Man,6.8,1999
229,tt0864835,Mr. Peabody & Sherman,6.8,2014
774,tt0166943,Music of the Heart,6.8,1999
1143,tt1601913,The Grey,6.8,2011
1135,tt1586752,Machine Gun Preacher,6.8,2011
825,tt0261392,Jay and Silent Bob Strike Back,6.8,2001
192,tt3235888,It Follows,6.8,2014
1126,tt1401152,Unknown,6.8,2011
839,tt0120681,From Hell,6.8,2001
165,tt1790864,The Maze Runner,6.8,2014
861,tt0248667,Ali,6.8,2001
863,tt0227445,The Score,6.8,2001
1102,tt0478304,The Tree of Life,6.8,2011
134,tt3859076,Truth,6.8,2015
880,tt0232500,The Fast and the Furious,6.8,2001
1094,tt1478338,Bridesmaids,6.8,2011
884,tt0237572,The Pledge,6.8,2001
1438,tt0111127,Serial Mom,6.8,1994
892,tt0212985,Hannibal,6.8,2001
1063,tt0914797,Bottle Shock,6.8,2008
264,tt2223990,Draft Day,6.8,2014
266,tt2321549,The Babadook,6.8,2014
744,tt0155267,The Thomas Crown Affair,6.8,1999
562,tt0947810,Green Zone,6.8,2010
467,tt1303828,Defendor,6.8,2009
1279,tt0258000,Panic Room,6.8,2002
465,tt1091722,Adventureland,6.8,2009
1271,tt0293662,The Transporter,6.8,2002
517,tt1104001,TRON: Legacy,6.8,2010
536,tt0477080,Unstoppable,6.8,2010
442,tt1054606,The Imaginarium of Doctor Parnassus,6.8,2009
436,tt1235796,Ondine,6.8,2009
550,tt1591095,Insidious,6.8,2010
1334,tt0265459,One Hour Photo,6.8,2002
573,tt1235189,Wild Target,6.8,2010
276,tt1742044,Jersey Boys,6.8,2014
369,tt1067106,A Christmas Carol,6.8,2009
616,tt0977855,Fair Game,6.8,2010
622,tt1226753,The Debt,6.8,2010
1205,tt1498569,Restless,6.8,2011
328,tt0076666,Saturday Night Fever,6.8,1977
686,tt0139134,Cruel Intentions,6.8,1999
1173,tt0993842,Hanna,6.8,2011
289,tt1972571,A Most Wanted Man,6.8,2014
282,tt2771372,Veronica Mars,6.8,2014
1399,tt0109446,The Client,6.8,1994
98,tt1781922,No Escape,6.8,2015
481,tt0964185,Tetro,6.8,2009
1460,tt1409024,Men in Black 3,6.8,2012
970,tt0430922,Role Models,6.8,2008
976,tt0421073,Street Kings,6.8,2008
10,tt2379713,Spectre,6.8,2015
956,tt0478087,21,6.8,2008
1029,tt0844286,The Brothers Bloom,6.8,2008
950,tt1068680,Yes Man,6.8,2008
1049,tt0869994,Paris,6.8,2008
1473,tt1606389,The Vow,6.8,2012
1023,tt0862846,Sunshine Cleaning,6.8,2008
1038,tt1101026,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,6.8,2008
985,tt0451079,Horton Hears a Who!,6.8,2008
30,tt1823672,Chappie,6.8,2015
1224,tt1701210,Black Gold,6.7,2011
2920,tt0117509,Romeo + Juliet,6.7,1996
1231,tt1683921,Nuit Blanche,6.7,2011
1933,tt1430132,The Wolverine,6.7,2013
2909,tt0082288,Dragonslayer,6.7,1981
2973,tt0116683,James and the Giant Peach,6.7,1996
362,tt1041829,The Proposal,6.7,2009
1962,tt2083355,The Best Man Holiday,6.7,2013
1003,tt0974554,Elegy,6.7,2008
1225,tt1726669,Killer Joe,6.7,2011
1703,tt0330602,Mambo Italiano,6.7,2003
3354,tt0095253,The Great Outdoors,6.7,1988
2966,tt0116324,Flirting with Disaster,6.7,1996
370,tt0380510,The Lovely Bones,6.7,2009
355,tt0808151,Angels & Demons,6.7,2009
2943,tt0117438,Ransom,6.7,1996
376,tt1188729,Pandorum,6.7,2009
1951,tt2084989,Upstream Color,6.7,2013
1945,tt2294677,In a World...,6.7,2013
1695,tt0324133,Swimming Pool,6.7,2003
2471,tt0359423,A Home at the End of the World,6.7,2004
3376,tt0093428,The Living Daylights,6.7,1987
3380,tt0093894,The Running Man,6.7,1987
2780,tt0114924,While You Were Sleeping,6.7,1995
2379,tt0265208,The Girl Next Door,6.7,2004
279,tt2870708,Wish I Was Here,6.7,2014
2797,tt0114887,A Walk in the Clouds,6.7,1995
1469,tt1605630,American Reunion,6.7,2012
717,tt0142688,The Ninth Gate,6.7,1999
1659,tt0327850,The Rundown,6.7,2003
286,tt2247476,When the Game Stands Tall,6.7,2014
2280,tt0462338,The Hoax,6.7,2006
291,tt2452254,Clouds of Sils Maria,6.7,2014
2824,tt0112857,Devil in a Blue Dress,6.7,1995
701,tt0145681,The Bone Collector,6.7,1999
2231,tt0475394,Smokin' Aces,6.7,2006
699,tt0122933,Analyze This,6.7,1999
988,tt0800241,Transsiberian,6.7,2008
3406,tt0093777,Prince of Darkness,6.7,1987
2837,tt0104714,Lethal Weapon 3,6.7,1992
2013,tt0089908,Return to Oz,6.7,1985
329,tt0076141,High Anxiety,6.7,1977
663,tt1049402,Howl,6.7,2010
1994,tt0088944,Commando,6.7,1985
649,tt1512235,Super,6.7,2010
595,tt1172991,The Company Men,6.7,2010
3313,tt0103247,White Fang,6.7,1991
1237,tt1742336,Your Sister's Sister,6.7,2011
3009,tt0195714,Final Destination,6.7,2000
3209,tt0138414,Edge of Seventeen,6.7,1998
1767,tt0118531,One Eight Seven,6.7,1997
1322,tt0250797,Unfaithful,6.7,2002
1847,tt1911644,The Call,6.7,2013
3742,tt0061107,Torn Curtain,6.7,1966
1263,tt0120804,Resident Evil,6.7,2002
1841,tt0848537,Epic,6.7,2013
507,tt1228953,Big Fan,6.7,2009
3126,tt0120591,Armageddon,6.7,1998
1829,tt1272878,2 Guns,6.7,2013
492,tt1175506,Me and Orson Welles,6.7,2009
3208,tt0118736,Six-String Samurai,6.7,1998
3308,tt0102526,New Jack City,6.7,1991
462,tt1379177,The Disappearance of Alice Creed,6.7,2009
3203,tt0120693,Half Baked,6.7,1998
1788,tt0120483,The Man Who Knew Too Little,6.7,1997
1277,tt0187738,Blade II,6.7,2002
2320,tt0457572,Fido,6.7,2006
3155,tt0120746,The Mask of Zorro,6.7,1998
3183,tt0120148,Sliding Doors,6.7,1998
1286,tt0286106,Signs,6.7,2002
3159,tt0120632,City of Angels,6.7,1998
473,tt0821642,The Soloist,6.7,2009
1856,tt1211956,Escape Plan,6.7,2013
1325,tt0267626,K-19: The Widowmaker,6.7,2002
2336,tt0376994,X-Men: The Last Stand,6.7,2006
1763,tt0118548,Absolute Power,6.7,1997
1726,tt0119081,Event Horizon,6.7,1997
3306,tt0102713,The Prince of Tides,6.7,1991
3302,tt0105378,Shadows and Fog,6.7,1991
1903,tt1702439,Safe Haven,6.7,2013
3032,tt0146984,The Legend of Bagger Vance,6.7,2000
2293,tt0457513,Scoop,6.7,2006
415,tt1210042,Brooklyn's Finest,6.7,2009
3042,tt0190138,The Whole Nine Yards,6.7,2000
3275,tt0101393,Backdraft,6.7,1991
3054,tt0163978,The Beach,6.7,2000
1010,tt0800308,Appaloosa,6.7,2008
553,tt0758752,Love & Other Drugs,6.7,2010
429,tt0386117,Where the Wild Things Are,6.7,2009
1878,tt1321870,Gangster Squad,6.7,2013
1750,tt0118883,Conspiracy Theory,6.7,1997
1250,tt1440345,This Must Be the Place,6.7,2011
3087,tt0210616,Center Stage,6.7,2000
3254,tt0096933,Black Rain,6.7,1989
1251,tt1602098,Albert Nobbs,6.7,2011
1028,tt0412536,Brideshead Revisited,6.7,2008
539,tt0429493,The A-Team,6.7,2010
269,tt2980592,The Guest,6.7,2014
2308,tt0479537,Seraphim Falls,6.7,2006
1510,tt1430626,The Pirates! In an Adventure with Scientists!,6.7,2012
2655,tt0850253,Battle in Seattle,6.7,2007
1433,tt0112883,Don Juan DeMarco,6.7,1994
170,tt1840309,Divergent,6.7,2014
3562,tt0106697,Demolition Man,6.7,1993
2147,tt0402399,The New World,6.7,2005
2143,tt0380389,Goal!: The Dream Begins,6.7,2005
2764,tt0114148,Pocahontas,6.7,1995
2136,tt0326905,The Great Raid,6.7,2005
2130,tt0365485,The Matador,6.7,2005
199,tt1911658,Penguins of Madagascar,6.7,2014
1519,tt1599348,Safe House,6.7,2012
2697,tt0088170,Star Trek III: The Search for Spock,6.7,1984
1129,tt1758692,Like Crazy,6.7,2011
801,tt0243155,Bridget Jones's Diary,6.7,2001
784,tt0134154,Ride with the Devil,6.7,1999
217,tt1355630,If I Stay,6.7,2014
2696,tt0087928,Police Academy,6.7,1984
3526,tt0100140,Mermaids,6.7,1990
1415,tt0111756,Wyatt Earp,6.7,1994
221,tt1791528,Inherent Vice,6.7,2014
3524,tt0100395,Postcards from the Edge,6.7,1990
2420,tt0317648,Hidalgo,6.7,2004
3570,tt0107977,Robin Hood: Men in Tights,6.7,1993
154,tt4270516,Grandma,6.7,2015
2581,tt0423294,Surf's Up,6.7,2007
3675,tt0091083,From Beyond,6.7,1986
2222,tt0343737,The Good Shepherd,6.7,2006
929,tt0493464,Wanted,6.7,2008
923,tt0800080,The Incredible Hulk,6.7,2008
74,tt2510894,Hotel Transylvania 2,6.7,2015
1445,tt1194173,The Bourne Legacy,6.7,2012
1066,tt0954990,The Yellow Handkerchief,6.7,2008
3646,tt0056800,55 Days at Peking,6.7,1963
2198,tt0327084,Over the Hedge,6.7,2006
111,tt3369806,Max,6.7,2015
116,tt3722070,The Lady in the Van,6.7,2015
1074,tt1637688,In Time,6.7,2011
1560,tt1307068,Seeking a Friend for the End of the World,6.7,2012
3624,tt0107750,Only the Strong,6.7,1993
2178,tt0401855,Underworld: Evolution,6.7,2006
2561,tt0476964,The Brave One,6.7,2007
2576,tt0465602,Shoot 'Em Up,6.7,2007
3588,tt0107302,Kalifornia,6.7,1993
868,tt0230838,Sweet November,6.7,2001
43,tt3072482,Hardcore Henry,6.7,2015
2627,tt0480242,Dan in Real Life,6.7,2007
3721,tt0064757,On Her Majesty's Secret Service,6.7,1969
2718,tt0088194,Streets of Fire,6.7,1984
1152,tt1598778,Contagion,6.7,2011
2065,tt0425123,Just Like Heaven,6.7,2005
2383,tt0364725,DodgeBall: A True Underdog Story,6.7,2004
2087,tt0404032,The Exorcism of Emily Rose,6.7,2005
35,tt1979388,The Good Dinosaur,6.7,2015
3469,tt0066434,THX 1138,6.7,1971
2733,tt0086383,Sudden Impact,6.7,1983
2398,tt0296572,The Chronicles of Riddick,6.7,2004
475,tt0924129,Crossing Over,6.7,2009
1645,tt0337741,Something's Gotta Give,6.7,2003
775,tt0134618,"Mystery, Alaska",6.7,1999
239,tt1972779,The Best of Me,6.7,2014
2080,tt0377107,Proof,6.7,2005
1641,tt0165982,Sinbad: Legend of the Seven Seas,6.7,2003
1165,tt1478964,Attack the Block,6.6,2011
1849,tt1204975,Last Vegas,6.6,2013
1076,tt0472399,The Mechanic,6.6,2011
526,tt0473075,Prince of Persia: The Sands of Time,6.6,2010
527,tt0955308,Robin Hood,6.6,2010
2738,tt0086619,Yentl,6.6,1983
2175,tt0343996,The Lost City,6.6,2005
2182,tt0382625,The Da Vinci Code,6.6,2006
1169,tt1321860,The Beaver,6.6,2011
960,tt1023111,Never Back Down,6.6,2008
2241,tt0415306,Talladega Nights: The Ballad of Ricky Bobby,6.6,2006
2557,tt0389722,30 Days of Night,6.6,2007
541,tt0985694,Machete,6.6,2010
3096,tt0189584,The Big Kahuna,6.6,2000
549,tt1386588,The Other Guys,6.6,2010
703,tt0120657,The 13th Warrior,6.6,1999
1869,tt1245492,This Is the End,6.6,2013
3117,tt0083564,Annie,6.6,1982
2698,tt0087277,Footloose,6.6,1984
1071,tt1298650,Pirates of the Caribbean: On Stranger Tides,6.6,2011
2040,tt0386588,Hitch,6.6,2005
3165,tt0120873,U.S. Marshals,6.6,1998
3164,tt0128853,You've Got Mail,6.6,1998
939,tt1059786,Eagle Eye,6.6,2008
1284,tt0286499,Bend It Like Beckham,6.6,2002
925,tt0479952,Madagascar: Escape 2 Africa,6.6,2008
1821,tt1535108,Elysium,6.6,2013
1025,tt0482572,Pride and Glory,6.6,2008
485,tt0458525,X-Men Origins: Wolverine,6.6,2009
3147,tt0122151,Lethal Weapon 4,6.6,1998
2216,tt0385880,Monster House,6.6,2006
2325,tt0805526,Facing the Giants,6.6,2006
2064,tt0432348,Saw II,6.6,2005
725,tt0124298,Blast from the Past,6.6,1999
